Instrument;ISIN;WKN;Mnemonic;Ticker
AIS-GL.AGG SRI U.ETFDRUHD;LU2469335611;000A3DKJ8;AHYB;AHYB.DE
AIS-AIDXEOCS U.ETFDRUHDLA;LU2469335884;000A3DKJ9;AHYC;AHYC.DE
XT-MSCICNASCSW 1CDLA;LU2469465822;000DBX0SJ;XCNA;LU2469465822.SG
AM-G.AG.SRI 1-5 DRDLA;LU2470620761;000A3DLDK;AHYF;AHYG.DE
AM-G.AG.SRI 1-5 DRDLA;LU2470620761;000A3DLDK;AHYG;AHYG.DE
AM-G.AG.SRI 1-5 DREOA;LU2470620845;000A3DLDL;AHYH;AHYH.DE
UBS(L)GLGRBDES A-DLA;LU2484583138;000A3DUF2;CHSA;LU2484583138.SG
AISMJPNESGCNZACTB UEDRHEA;LU2490201840;000A3DNJF;AHYZ;LU2490201840.SG
O.L-OA.P.E.J.PN U.ETF 1CE;LU2491210618;000A3DPX9;OP6E;OP6E.PA
OSS.LU-O.B.QE.N U.ETF 1CE;LU2491211004;000A3DPYD;BQGE;BQGE.DE
X2-T.U.I.L.B.E. 1CDLA;LU2504532131;000DBX0S0;XTIP;LU2504532131.SG
X2-E.G.G.B.E. 1DEOD;LU2504532487;000DBX0SZ;XGEZ;LU2504532487.SG
X2-E.G.B.E.T.E. 1DEOD;LU2504537445;000DBX0SX;XEZB;XEZB.DE
BNPPE-CIRECLDRS U.ETFDLA;LU2533810276;000A3D4V5;BJLC;REUSD.PA
BNPPEJEEGBIG13Y U.ETFEOD;LU2533810789;000A3D6LB;BJLH;GEU3D.PA
BNPPEJEEGBIG13Y U.ETFEOA;LU2533810862;000A3D6LA;BJLG;GEU3C.MI
BNPP E-ECPIGEMT U.ETFDLA;LU2533811084;000A3D4V3;BJLA;MTUSD.PA
B.P.E.C.B U.ETFEOD;LU2533811910;000A3D4LH;BJLL;BJLL.DE
B.P.E.C.B U.ETFEOA;LU2533812058;000A3D4LE;BJLI;SRIUC.MI
BNPPEEOABSRIFFR U.ETFEOD;LU2533812728;000A3D6K8;BJLD;BSRID.PA
BNPPEEOABSRIFFR U.ETFEOA;LU2533812991;000A3D6K9;BJLF;BSRIC.PA
BNPE-ECPIGESGHE U.ETFDLA;LU2533813023;000A3D4V1;ASRZ;HYDUS.PA
BNP PAR.E-EGEBE U.ETFDLA;LU2533813296;000A3D4V2;ASR1;BLUSD.PA
XTR.IIIBOXXE 2DEOD;LU2552296563;000DBX0TM;XY2D;LU2552296563.SG
OSS-S.BC.GL.S.V 1CDLA;LU2555926372;000A3D17B;EUPA;5OGU.SW
OSS-S.BC.GL.S.V 1CEOA;LU2555926455;000A3D17C;EUPB;5OGE.PA
CASE INV.-SUSTAIN FUT.EOA;LU2564007743;000A3D3EW;CSE;CSEA.DE
CASE INV.-SUSTAIN FUT.EOA;LU2564007743;000A3D3EW;CSEA;CSEA.DE
AIS-PEA DJ INAV U.ETFDLD;LU2572256662;000ETF009;AHYI;AHYL.DE
AIS-PEA DJ INAV U.ETFDLD;LU2572256662;000ETF009;AHYL;AHYL.DE
AIS-MSCI CN A 2 U.ETFDLD;LU2572256746;000ETF015;C024;LU2572256746.SG
AIS-MSCI CN A 2 U.ETFDLD;LU2572256746;000ETF015;C025;LU2572256746.SG
AIS-GEBUDA1XIN U.ETFEOD;LU2572256829;000ETF016;AHYJ;LU2572256829.SG
AIS-MSCI WORLD3ETF DIS;LU2572257124;000ETF018;AHYQ;LU2572257124.SG
AIS-MSCI WORLD3ETF DIS;LU2572257124;000ETF018;AHYR;LU2572257124.SG
AIS-MSCIPECNZAC U.ETFDLD;LU2572257397;000ETF013;X014;CBMPUS.SW
AIS-MESCECNZAC U.ETFEOD;LU2572257470;000ETF045;X026;LU2572257470.SG
MUL-AMUNDI MSCI EM UE DIS;LU2573966905;000ETF019;AE5A;LU2573966905.SG
XTR.MSCI USA 1DDLD;LU2581375073;000DBX0TQ;XUSW;XUSD.L
XTR.SE600 1DEOD;LU2581375156;000DBX0TR;XSX7;XSX7.DE
XTR.MSCI JP 1DDLD;LU2581375230;000DBX0TS;XM1D;XMJU.L
AM-G.AG.SRI 1-5 DR HDGSFA;LU2606055775;000ETF085;AK8A;AK8A.DE
MUL-AMSCIEUCLAC U.ETFEOD;LU2608817958;000ETF087;AE5B;LU2608817958.SG
AIS AMUNDI MDAXESG ETF D;LU2611731667;000ETF197;C007;LU2611731667.SG
AIS AMUNDI ARCAGOLD ETF D;LU2611731824;000ETF191;CD91;GLDU.AS
AIS AMUNDI FAZ ETF DIST;LU2611732129;000ETF196;C006;LU2611732129.SG
AIS AMUNDI SDAX ETF D;LU2611732475;000ETF195;C005;LU2611732475.SG
AIS EUSTOSELDIV30UETF EOD;LU2611732558;000ETF096;C051;C051.DE
AIS AMUNDI SWITIT30 ETF D;LU2611732632;000ETF198;C030;LU2611732632.SG
AIS-AM.US AGG SRI DL DIS;LU2611732806;000ETF105;AK8C;AK8C.DE
AIS-AM.US AGG SRI DL DIS;LU2611732806;000ETF105;AK8B;AK8C.DE
B.P.E.C.BO.S U.ETFDLA;LU2616774076;000A3D4LF;BJLJ;BJLJ.DE
B.P.E.C.BO.S U.ETFDLD;LU2616776444;000A3D4LG;BJLK;USCBD.PA
X2-I.E.G.B.Y.P 1CEOA;LU2641053827;000DBX0T5;XYP0;LU2641053827.SG
X.2-EOZ.G.B0-1E 1CEOA;LU2641054122;000DBX0T2;XE01;LU2641054122.SG
X.2-G.G.B.0-1 E 1CEOA;LU2641054551;000DBX0T8;XG01;LU2641054551.SG
XT2-X2 US T10 1DDLD;LU2662649412;000DBX0UW;XUTL;XUTL.L
XT2-X2 US T3-7 1DDLD;LU2662649503;000DBX0UU;XUT7;LU2662649503.SG
XT2-X2 US T7-10 1DDLD;LU2662649685;000DBX0UV;XU10;XU10.L
X.IIT.M.S.27EO 1 CEOA;LU2673522830;000DBX0U6;XM27;XM27.DE
XTR.2-T.M.SE.28 1DEOD;LU2810185665;000DBX0V6;XB28;XB28.DE
X.IIT.M.S.29EO 1 CEOA;LU2673522913;000DBX0U7;XM29;XM29.DE
XTR2TMS30ECBETF 1DEOD;LU2809864296;000DBX0VZ;XB30;XB30.DE
X.IIT.M.S.33EO 1 CEOA;LU2673523051;000DBX0U9;XM33;LU2673523051.SG
XTR2TMS34ECBETF 1DEOD;LU2809864619;000DBX0V3;XB34;XB34.DE
X.IIT.M.S.31EO 1 CEOA;LU2673523135;000DBX0U8;XM31;XM31.DE
XTR2TMS32ECBETF 1DEOD;LU2809864452;000DBX0V1;XB32;XB32.DE
X.IIT.M.S.27EO 1DEOD;LU2673523218;000DBX0VA;XB27;XB27.DE
X.IIT.M.S.29EO 1DEOD;LU2673523309;000DBX0VB;XB29;LU2673523309.SG
X.IIT.M.S.31EO 1DEOD;LU2673523481;000DBX0VC;XB31;XB31.DE
X.IIT.M.S.33EO 1DEOD;LU2673523564;000DBX0VD;XB33;XB33.DE
XT MSCI EM SW 1DDLD;LU2675291913;000DBX0VE;XMCM;XMCM.L
AIS-MEURESGBCTB DREOD;LU2678230652;000ETF095;CEUE;LU2678230652.SG
UMWELTBANK ETF-G.SDG.PEOA;LU2679277744;000A3EV2A;C9DY;LU2679277744.SG
BP.EY SU.E C.B U.ETFEOA;LU2697596745;000A4004T;BJLN;SEUCB.MI
BP.EY SU.E C.B U.ETFEOD;LU2697596828;000A400LP;BJLP;LU2697596828.SG
BP.EY SU.E G.B U.ETFEOA;LU2697597552;000A4004S;BJLM;SEUGB.MI
BP.EY SU.E G.B U.ETFEOD;LU2697597719;000A400LQ;BJLQ;BJLQ.DE
BPE-ECBSFF7-10 U.ETFEOD;LU2742532745;000A40B4F;BJLT;BJLT.DE
BPE-ECBSFF7-10 U.ETFEOA;LU2742532828;000A40B4D;BJLU;BJLU.DE
BPE-JEEGBI10 U.ETFEOD;LU2742533552;000A40B4G;BJLR;BJLR.DE
BPE-JEEGBI10 U.ETFEOA;LU2742533636;000A40B4E;BJLS;
XTR.MSCI PA.EXJA.SC.1D;LU2755521270;000DBX0VR;DXPJ;LU2755521270.SG
AM.I.S.A.G.C.S U.ETF HDGD;LU2780870932;000A408V6;GCRE;LU2780870932.SG
AM.I.S.A.G.C.S U.ETF HDGD;LU2780870932;000A408V6;GCRU;LU2780870932.SG
AISFM28EUGBDBRD U.ETFEOD;LU2780871401;000ETF165;AK8E;AK8E.DE
AISFM28EGBDYLD U.ETFEOD;LU2780871666;000ETF167;AK8F;AK8F.DE
AISFM27GBUNDGBD U.ETFEOD;LU2780871823;000ETF169;AK8G;AK8G.DE
ALPHA-FAIR OAKS AAA EOD;LU2785470191;000A40E6R;LAAA;LAAA.DE
XTR-CSI500 SWAP 1CDLA;LU2788421340;000DBX0VS;XCSI;XCSI.L
UBS-MSCI W.E.US DLA;LU2807512947;000A40X48;CHSI;
ELEVING GRP DEM.  EO -,01;LU2818110020;000A40Q8F;OT8;ELEVR.RG
P.E.S.E.C.B.D32 U.ETFEOD;LU2823895763;000A40JH9;BJLY;LU2823895763.SG
P.E.S.E.C.B.D32 U.ETFEOA;LU2823895847;000A40HNF;BJLX;BJLX.DE
P.E.S.E.C.B.D29 U.ETFEOD;LU2823896738;000A40JH8;BJLZ;BJLZ.DE
P.E.S.E.C.B.D29 U.ETFEOA;LU2823896811;000A40HNE;BJLW;BJLW.DE
P.E.S.E.C.B.D27 U.ETFEOA;LU2823898353;000A40HNG;BJLV;BJLV.DE
P.E.S.E.C.B.D27 U.ETFEOD;LU2823898437;000A40JH7;BJL0;BJL0.DE
ALPHA-FOACFD UCITSETFEOA;LU2825556892;000A411DK;EAAA;
XT-WO.SC GRTRIN 1CDLA;LU2859297330;000DBX0V9;GTIS;LU2859297330.SG
XT-WO.GR.TR.IN. 1CDLA;LU2859392081;000DBX0V8;GTIL;GTIL.L
BIGREP SE            EO 1;LU2859870326;000A40H84;B1GR;B1GR.DE
BNPPE-JEGDC U.ETF HSFA;LU2868143954;000A40KQS;BJL1;BJL1.DE
BNPPE-JEGDC U.ETF HLSA;LU2868144093;000A40KQT;BJL2;BJL2.DE
AIS-LIFEC.30 U.ETFEOA;LU2872291948;000ETF206;LC30;LC30.DE
AIS-LIFEC.33 U.ETFEOA;LU2872292086;000ETF207;LC33;LC33.DE
AAIS-LIFEC.36 U.ETFEOA;LU2872292169;000ETF205;LC36;LC36.DE
AIS-LIFEC.39 U.ETFEOA;LU2872292243;000ETF204;LC39;LC39.DE
AIS-M.E.E.B.C. U.HDDEOA;LU2873560481;000ETF175;CEUH;CEUH.DE
B.E.BNP P.E.S.E EOA;LU2881684745;000A40XBB;BJL6;LU2881684745.SG
OL-OSS S.EO 1CEOA;LU2898088419;000A40TBY;SNTE;LU2898088419.SG
SC MSCI AC WORLD XT 1CDLA;LU2903252349;000DBX1SC;SCWX;SCWX.L
MULAMUNDIJPNETF U.HGDDLA;LU2914157412;000ETF187;AMEV;AMEV.DE
BNPPE-FDEGRC U.ETFEOD;LU2914558916;000A40YL9;BJL7;BJL7.DE
AIS-AM.GL.TR.BD U.ETF HGD;LU2924149862;000ETF209;GTSB;GTSB.DE
AIS-AM.GL.C.B. U.ETF HGDD;LU2924150019;000ETF234;USBD;USBD.DE
AEOGOLODUTIGRBD U.ETFEOA;LU2924150282;000ETF236;LWGB;LWGB.DE
XTR.MSCI TAIW.U 1DDLD;LU2928641757;000DBX0WD;XTMT;XTMT.L
BNPPE-JEGDC U.ETF HADA;LU2929405640;000A40V2E;BJL5;BJL5.DE
MUL AMUN S+P EU U.ETFDLD;LU2932780914;000ETF188;EPAZ;EPAZ.DE
JHT AAA CLO E. UNHHEDGEDE;LU2941599081;000A40VNF;JCL0;JCL0.DE
SAMARA ASSET GRP. EO 0,05;MT0001770107;000A2JDEW;SRAG;MT0001770107.SG
KONINKL. PHILIPS EO -,20;NL0000009538;000940602;PHI1;PHIA.AS
STMICROELECTRONICS;NL0000226223;000893438;SGM;STMPA.PA
AIRBUS SE;NL0000235190;000938914;AIR;AIR.PA
AD PEPPER MEDIA   EO 0,05;NL0000238145;000940883;APM;APM.DE
ASM INTL N.V.      EO-,04;NL0000334118;000868730;AVS;ASM.AS
WOLTERS KLUWER NAM. EO-12;NL0000395903;000A0J2R1;WOSB;WKL.AS
VANECK GL.REAL EST.UC.ETF;NL0009690239;000A1T6SY;TRET;TRET.AS
VANECK EUR CORP.UC.ETF;NL0009690247;000A1T84M;TCBT;TCBT.AS
VANECK EUR SOV.DIV.UC.ETF;NL0009690254;000A1J7LH;TGBT;TGBT.AS
ASML HOLDING    EO -,09;NL0010273215;000A1J4U4;ASME;ASML.AS
VANECK EUR SOV.AAA UC.ETF;NL0010273801;000A1T84N;VIGB;TAT.AS
PHOTON ENERGY NV   EO-,01;NL0010391108;000A1T9KW;P7V;PEN.WA
VANECK WORLD EQ.WEI.SCRE.;NL0010408704;000A12HWR;TSWE;TSWE.AS
VEV EU.E.W.;NL0010731816;000A14PPP;V3ET;TEET.AS
NN GROUP NV EO -,12;NL0010773842;000A115DY;2NN;NN.AS
A.H.T. SYNGAS TECH.  EO 1;NL0010872388;000A12AGY;3SQ1;3SQ1.F
FERRARI N.V.;NL0011585146;000A2ACKK;2FE;RACE.MI
VANECK MSTR.DM DIV.UC.ETF;NL0011683594;000A2JAHJ;VDIV;TDIV.AS
AHOLD DELHAIZE,KON.EO-,01;NL0011794037;000A2ANT0;AHOG;AD.AS
ING GROEP NV      EO -,01;NL0011821202;000A2ANV3;INN1;INGA.AS
SIGNIFY N.V.      EO -,01;NL0011821392;000A2AJ7T;G14;LIGHT.AS
COSMO PHARMACEUT.  EO-,26;NL0011832936;000A2AJ68;C43;COPN.SW
JUST EAT TAKEAWAY. EO-,04;NL0012015705;000A2ASAC;T5W;TKWY.AS
REDCARE PHARMACY INH.;NL0012044747;000A2AR94;RDC;RDC.F
EXOR N.V.;NL0012059018;000A2DHZ4;EYX;EXO.AS
ALFEN N.V. EO -,10;NL0012817175;000A2JGMQ;703;ALFEN.AS
BE SEMICON.INDSINH.EO-,01;NL0012866412;000A2JLD1;BSI;BESI.AS
ADYEN N.V.         EO-,01;NL0012969182;000A2JNF4;1N8;ADYEN.AS
PROSUS NV         EO -,05;NL0013654783;000A2PRDK;1TY;PRX.AS
JDE PEETS NV       EO-,01;NL0014332678;000A2P0E9;JDE;JDEP.AS
STELLANTIS NV     EO -,01;NL00150001Q9;000A2QL01;8TI;STLAM.MI
ATAI LIFE SCIENCES BV EO1;NL0015000DX5;000A3CSB4;9VC;ATAI
QIAGEN NV         EO -,01;NL0015002CX3;000A40ZZU;QIA;QGEN
CUREVAC N.V.   O.N.;NL0015436031;000A2P71U;5CV;CVAC
DT.BOERSE COM. XETRA-GOLD;DE000A0S9GB0;000A0S9GB;4GLD;
XTR P GOLD EUR H60;DE000A1EK0G3;000A1EK0G;XAD1;XAD1.DE
XTR P PLATINUM EUR H60;DE000A1EK0H1;000A1EK0H;XAD3;XAD3.DE
XTR P SILVER EUR H60;DE000A1EK0J7;000A1EK0J;XAD2;XAD2.DE
XTR P GOLD EUR 60;DE000A1E0HR8;000A1E0HR;XAD5;
XTR P SILVER EUR 60;DE000A1E0HS6;000A1E0HS;XAD6;
BNP PAR.ISS. O.E. ETC XPD;DE000PB8PAL7;000PB8PAL;BNQL;
BNP PAR.ISS. O.E. ETC XAU;DE000PS7G0L8;000PS7G0L;BNQJ;
HANETF ETC O.END ZT XAU;XS2115336336;000A279KU;RM8U;RMAU.L
INV.PHY.MKT.O.E ETC00 XAU;IE00B579F325;000A1AA5X;8PSG;SGLD.L
XTRACK. ETC SILBER 80;DE000A2UDH55;000A2UDH5;XSLE;XSLE.DE
XTRACK. ETC GOLD EUR H80;DE000A2T5DZ1;000A2T5DZ;XGDE;DE000A2T5DZ1.SG
XTRACK. ETC SILBER 80;DE000A2T0VS9;000A2T0VS;XSLR;XSLR.L
XTRACK. ETC PLATIN 80;DE000A2T0VT7;000A2T0VT;XPPT;DE000A2T0VT7.SG
XTRACK. ETC GOLD 80;DE000A2T0VU5;000A2T0VU;XGDU;XGDU.L
XTRACK. ETC PLATIN 80;DE000A2UDH63;000A2UDH6;XPPE;DE000A2UDH63.SG
INV.PHY.MKT.O.E ETC00 XAU;XS2183935274;000A28QBG;8PSE;XS2183935274.SG
WITR MU.AS.I.GOLD ETP2062;IE00B6X4BP29;000A1VBKD;PCFN;3GOS.L
WITR MU.AS.I.SILV.ETP2062;IE00B7XD2195;000A1VBKL;PCFH;3SIL.L
WITR MU.AS.I.GOLD ETP2062;IE00B8HGT870;000A1VBKP;PCFP;3GOL.L
WITR MU.AS.I.SILV.ETP2062;IE00B8JG1787;000A1VBAP;PCFG;3SIS.L
INV.PHY.MKT.O.E.ETC00 XPD;IE00B4LJS984;000A1KX37;8PSC;IE00B4LJS984.SG
INV.PHY.MKT.O.E.ETC00 XPD;IE00B40QP990;000A1KX36;8PSA;SPPT.L
INV.PHY.MKT.O.E.ETC00 XAG;IE00B43VDT70;000A1KX35;8PSB;SSLV.L
ISHARES PHYS.MET.O.END ZT;IE00B4ND3602;000A1KWPQ;PPFB;IGLN.L
ISHARES PHYS.MET.O.END ZT;IE0009JOT9U1;000A3GX4G;IGLD;IE0009JOT9U1.SG
GOLD BULL.SECS 04/UND. ZO;GB00B00FHZ82;000A0CANA;GG9B;GBS.L
WITR.MET.SEC.Z20/UNL XAU;JE00BN2CJ301;000A3GNFN;WGLD;WGLD.L
WISDOMTREE MS.Z07/UN.XPT;JE00B1VS2W53;000A0N6XG;VZLA;1674.T
WITR MET.SEC.Z07/UN.BSKT.;JE00B1VS3W29;000A0N6XL;VZLE;PHPM.L
WISDOMTREE MS.Z07/UN.XPD;JE00B1VS3002;000A0N6XH;VZLB;1675.T
WITR MET.SEC.Z07/UN.XAG;JE00B1VS3333;000A0N6XJ;VZLC;PHAG.L
WITR MET.SEC.Z07/UN.XAU;JE00B1VS3770;000A0N6XK;VZLD;JE00B1VS3770.SG
WITR H.COM.SEC.Z12/UN.IDX;JE00B4RKQV36;000A1NZLD;00XN;EBUL.MI
WITR H.COM.SEC.Z12/UN.IDX;JE00B5SV2703;000A1NZLG;00XR;ESVR.MI
WITR MET.SEC.Z09/UN.XAU;JE00B588CD74;000A1DCTK;GZUR;JE00B588CD74.SG
WITR H.COM.SEC.Z12/UN.IDX;JE00B78NPQ01;000A1NZLF;00XQ;JE00B78NPQ01.SG
WISDOMTREE.HMS.Z12/UN.XAU;JE00B8DFY052;000A1RX98;GBSE;GBSE.MI
WITR COM.SEC.Z06/UN.BULL;GB00B15KXX56;000A0KRKW;OD7H;GB00B15KXX56.SG
WT CMDTY PREC METALS UNL.;GB00B15KYF40;000A0KRLG;OD73;GB00B15KYF40.SG
WITR COM.SEC.Z06/UN.SLVR;GB00B15KY328;000A0KRK2;OD7N;GB00B15KY328.SG
WITR COM.SEC.Z08/UN.IDX;JE00B2NFTL95;000A0V6Z0;4RT8;LBUL.L
WITR COM.SEC.Z08/UN.IDX;JE00B2NFTS64;000A0V5BA;4RUE;LSIL.L
WITR COM.SEC.Z08/UN.IDX;JE00B2NFV134;000A0V60A;4RUM;LPLA.L
WITR COM.SEC.Z08/UN.IDX;JE00B24DKC09;000A0V6YV;9GA9;SBUL.L
WITR COM.SEC.Z08/UN.IDX;JE00B24DKK82;000A0V6BQ;4RTF;JE00B24DKK82.SG
LEVERAGE SHA ETP 2072;XS2472195101;000A3GZU4;3GLD;GLD3.L
LEVERAGE SHA ETP 2072;XS2472195283;000A3GZU5;GL3S;GL3S.L
LEVERAGE SHA ETP 2072;XS2472195952;000A3GZU8;3SLV;SLV3.L
LEVERAGE SHA ETP 2072;XS2472196174;000A3GZU9;SSLE;SLVS.L
SGIS O.E. ETC GOLD;DE000ETC0738;000ETC073;SGS4;DE000ETC0738.SG
SGIS O.E. ETC SILVER;DE000ETC0746;000ETC074;SGS5;DE000ETC0746.SG
WITR MET.SEC. O.END Z;JE00BQRFDY49;000A4AE1X;WSLV;WSLV.MI
HANETF ETC O.END ZT XAU;XS2892963286;000A4A52G;RM3H;
LEVERAGE SHA ETP 2074;XS2852999775;000A4AH1M;YGLD;GLDI.L
HENNES + MAURITZ B SK-125;SE0000106270;000872318;HMSB;HM-B.ST
ERICSSON A (FRIA);SE0000108649;000857463;ERCG;ERIC-A.ST
ERICSSON B (FRIA);SE0000108656;000850001;ERCB;ERIC-B.ST
VERVE GROUP SE A;SE0018538068;000A3D3A1;M8G;VER.ST
DK EURO STOXX 50;DE000ETFL029;000ETFL02;EL4B;EL4B.DE
DK EO STOXX SEL.DIVID.30;DE000ETFL078;000ETFL07;EL4G;EL4G.DE
D.E.ST50ESGF;DE000ETFL466;000ETFL46;ELFA;ELFA.DE
DK EO ISTO.EX F.D.+ U.ETF;DE000ETFL482;000ETFL48;ELFC;ELFC.DE
IS.EO ST.SEL.DIV.30 U.E.D;DE0002635281;000263528;EXSG;EXSG.DE
ISH.CORE EO STOX.50 U.ETF;DE0005933956;000593395;EXW1;EXW1.DE
MUF-AM.EOSTXX50 II UE ACC;FR0007054358;000798328;LYSX;MSE.PA
MUF-AMU.EOSTXX50 -1XINV.A;FR0010424135;000A0MNT8;LSK7;BSX.PA
MUF-AMU.EOSTXX50-2XINV.AC;FR0010424143;000A0MNT7;LSK8;BXX.PA
MUF-AMU.EOSTXX50 2XLEV.AC;FR0010468983;000LYX0BZ;LYMZ;LVE.PA
BNPPEFR-EU.S.50 UETF CEO;FR0012739431;000A14UTE;ETDD;ETDD.PA
BNPPEFR-EU.S.50 UETF EOCD;FR0012740983;000A14UTF;ETBB;ETBB.PA
INVESCOM3 EUROSTX HDL A;IE00BZ4BMM98;000A2ABHF;EHDV;EUHD.L
IS EURO DIVID.U.ETF EOD;IE00B0M62S72;000A0HGV4;IQQA;IDVY.AS
INVESCOMI EURO STOXX50 D;IE00B5B5TG76;000A0YESX;S6X0;S6X0.DE
ISHSVII-C.EO STXX50 EOACC;IE00B53L3W79;000A0YEDJ;SXRT;
INVESCOMI EURO STOXX 50 A;IE00B60SWX25;000A0RGCL;SC0D;SC0D.DE
ISHSII-CORE E.STOXX50 EOD;IE0008471009;000935927;EUN2;EUEAA.XC
UBSLFS-ESTOXX50UETF AHSKD;LU0136234068;000794357;UIM1;E50EUA.MI
XTR.EURO STOXX 50 1D;LU0274211217;000DBX1EU;XESX;
XTR.EO STOXX QUAL.DIV.1D;LU0292095535;000DBX1D3;DXSA;DXSA.DE
XTR.EU.ST.50 SH.DA.SW. 1C;LU0292106753;000DBX1SS;DXSP;DXSP.DE
XTR.EURO STOXX 50 1C;LU0380865021;000DBX1ET;XESC;
AIS-AM.EUR.STX50 EOC;LU1681047236;000A2H59L;V50A;C50.PA
AIS-AM.EUR.STX50 EOD;LU1681047319;000A2H59M;V50D;CD5.PA
HSBC EURO STOXX 50 UC.ETF;IE00B4K6B022;000A0YF4H;H4ZA;50E.PA
HSBC- EU50ETF EOA;IE000MWUQBJ0;000A3DN5E;H4ZZ;H50A.L
ISHSV EOST50ESG EOA;IE000LXEN6X4;000A3D8E8;ES50;IE000LXEN6X4.SG
UBSLFS-ESTX50 ESG AEOA;LU1971906984;000A2PGD2;CHSE;CHSE.DE
AFLAC INC.        DL -,10;US0010551028;000853081;AFL;AFL
AT + T INC.          DL 1;US00206R1023;000A0HL9Z;SOBA;T
ABBOTT LABS;US0028241000;000850103;ABL;ABT
ABBVIE INC.        DL-,01;US00287Y1091;000A1J84E;4AB;ABBV
ADTRAN HOLDINGS INC.;US00486H1059;000A3C7M6;QH9;ADTN
ADOBE INC.;US00724F1012;000871981;ADB;ADBE
ADVANCED MIC.DEV.  DL-,01;US0079031078;000863186;AMD;AMD
AIRBNB INC.     DL-,01;US0090661010;000A2QG35;6Z1;ABNB
AIR PROD. CHEM.      DL 1;US0091581068;000854912;AP3;APD
ALBEMARLE CORP.    DL-,01;US0126531013;000890167;AMC;ALB
ALCOA CORP. O.N.;US0138721065;000A2ASZ7;185;AA
ALIBABA GR.HLDG SP.ADR 8;US01609W1027;000A117ME;AHLA;BABA
ALPHABET INC.CL C DL-,001;US02079K1079;000A14Y6H;ABEC;GOOG
ALPHABET INC.CL.A DL-,001;US02079K3059;000A14Y6F;ABEA;GOOGLCL.SN
ALTRIA GRP INC.   DL-,333;US02209S1033;000200417;PHM7;MO
AMAZON.COM INC.    DL-,01;US0231351067;000906866;AMZ;AMZN
AMERICAN AIRLINES GRP;US02376R1023;000A1W97M;A1G;AAL
AMER. EXPRESS     DL -,20;US0258161092;000850226;AEC1;AXP
AMER.INTL GRP NEW DL 2,50;US0268747849;000A0X88Z;AINN;AIG
AMERICAN WATER WKS DL-,01;US0304201033;000A0NJ38;AWC;AWK
AMGEN INC.       DL-,0001;US0311621009;000867900;AMG;AMGN
APPLE INC.;US0378331005;000865985;APC;AAPL
APPLIED MATERIALS INC.;US0382221051;000865177;AP2;AMAT
ARCHER DANIELS MIDLAND;US0394831020;000854161;ADM;ADM
BAKER HUGHES CO.;US05722G1004;000A2DUAY;68V;BKR
BANK AMERICA      DL 0,01;US0605051046;000858388;NCB;BAC
BECTON, DICKINSON    DL 1;US0758871091;000857675;BOX;BDX
BERKSH. H.B NEW DL-,00333;US0846707026;000A0YJQ2;BRYN;BRK-B
BEYOND MEAT INC.;US08862E1091;000A2N7XQ;0Q3;BYND
BIOGEN INC. DL -,0005;US09062X1037;000789617;IDP;BIIB
BIONTECH SE SPON. ADRS 1;US09075V1026;000A2PSR2;22UA;22UA.DE
BLACKROCK INC.       O.N.;US09290D1019;000A40PW4;UU2;BLK
BOEING CO.           DL 5;US0970231058;000850471;BCO;BA
BOOKING HLDGS     DL-,008;US09857L1089;000A2JEXP;PCE1;BKNG
BOSTON SCIENTIFIC  DL-,01;US1011371077;000884113;BSX;BSX
BRISTOL-MYERS SQUIBBDL-10;US1101221083;000850501;BRM;BMY
BROADCOM INC.     DL-,001;US11135F1012;000A2JG9Z;1YD;AVGO
C3 AI INC. CL.A  DL -,001;US12468P1049;000A2QJVE;724;AI
CVS HEALTH CORP.   DL-,01;US1266501006;000859034;CVS;CVS
CAPITAL ONE FINL   DL-,01;US14040H1059;000893413;CFX;COF
CATERPILLAR INC.     DL 1;US1491231015;000850598;CAT1;CAT
CHEVRON CORP.      DL-,75;US1667641005;000852552;CHV;CVX
CISCO SYSTEMS    DL-,001;US17275R1023;000878841;CIS;CSCO
CITIGROUP INC. DL -,01;US1729674242;000A1H92V;TRVC;C
COCA-COLA CO.      DL-,25;US1912161007;000850663;CCC3;KO
COEUR MINING DL -,01;US1921085049;000A0RNL2;CDM1;CDE
COINBASE GLB.CL.A -,00001;US19260Q1076;000A2QP7J;1QZ;COIN
COLGATE-PALMOLIVE    DL 1;US1941621039;000850667;CPA;CL
COMCAST CORP.   A  DL-,01;US20030N1019;000157484;CTP2;CMCSA
CONOCOPHILLIPS     DL-,01;US20825C1045;000575302;YCP;COP
CORNING INC.      DL -,50;US2193501051;000850808;GLW;GLW
COSTCO WHOLESALE  DL-,005;US22160K1051;000888351;CTO;COST
DANAHER CORP.      DL-,01;US2358511028;000866197;DAP;DHR
DATADOG INC.  A DL-,00001;US23804L1035;000A2PSFR;3QD;DDOG
DEERE CO.            DL 1;US2441991054;000850866;DCO;DE
DELL TECHS INC. C  DL-,01;US24703L2025;000A2N6WP;12DA;DELL
DEVON ENERGY CORP. DL-,10;US25179M1036;000925345;DY6;DVN
DEXCOM INC.       DL-,001;US2521311074;000A0D9T1;DC4;DXCM
DISNEY (WALT) CO.;US2546871060;000855686;WDP;DIS
DOW INC.           DL-,01;US2605571031;000A2PFRC;2OY;DOW
DUPONT DE NEMOURS INC. ON;US26614N1028;000A2PLC7;6D81;DD
